name,label
paris/00000001.jpg,paris
paris/00000000.jpg,paris
paris/00000119.jpg,paris
paris/00000006.jpg,paris
paris/00000002.jpg,paris
paris/00000004.jpg,paris
paris/00000008.jpg,paris
paris/00000009.jpg,paris
paris/00000010.jpg,paris
paris/00000011.jpg,paris
paris/00000007.jpg,paris
paris/00000003.jpg,paris
paris/00000012.jpg,paris
paris/00000005.jpg,paris
paris/00000022.jpg,paris
paris/00000017.jpg,paris
paris/00000019.jpg,paris
paris/00000016.jpg,paris
paris/00000018.jpg,paris
paris/00000013.jpg,paris
paris/00000014.jpg,paris
paris/00000020.jpg,paris
paris/00000015.jpg,paris
paris/00000030.jpg,paris
paris/00000021.jpg,paris
paris/00000026.jpg,paris
paris/00000029.jpg,paris
paris/00000025.jpg,paris
paris/00000024.jpg,paris
paris/00000027.jpg,paris
paris/00000028.jpg,paris
paris/00000031.jpg,paris
paris/00000023.jpg,paris
paris/00000038.jpg,paris
paris/00000037.jpg,paris
paris/00000033.jpg,paris
paris/00000035.jpg,paris
paris/00000032.jpg,paris
paris/00000036.jpg,paris
paris/00000034.jpg,paris
paris/00000041.jpg,paris
paris/00000043.jpg,paris
paris/00000039.jpg,paris
paris/00000048.jpg,paris
paris/00000047.jpg,paris
paris/00000040.jpg,paris
paris/00000044.jpg,paris
paris/00000046.jpg,paris
paris/00000042.jpg,paris
paris/00000045.jpg,paris
paris/00000049.jpg,paris
paris/00000057.jpg,paris
paris/00000058.jpg,paris
paris/00000053.jpg,paris
paris/00000056.jpg,paris
paris/00000063.jpg,paris
paris/00000051.jpg,paris
paris/00000050.jpg,paris
paris/00000054.jpg,paris
paris/00000055.jpg,paris
paris/00000052.jpg,paris
paris/00000071.jpg,paris
paris/00000060.jpg,paris
paris/00000059.jpg,paris
paris/00000062.jpg,paris
paris/00000072.jpg,paris
paris/00000068.jpg,paris
paris/00000064.jpg,paris
paris/00000065.jpg,paris
paris/00000066.jpg,paris
paris/00000067.jpg,paris
paris/00000061.jpg,paris
paris/00000070.jpg,paris
paris/00000073.jpg,paris
paris/00000083.jpg,paris
paris/00000081.jpg,paris
paris/00000082.jpg,paris
paris/00000077.jpg,paris
paris/00000079.jpg,paris
paris/00000069.jpg,paris
paris/00000076.jpg,paris
paris/00000078.jpg,paris
paris/00000074.jpg,paris
paris/00000080.jpg,paris
paris/00000075.jpg,paris
paris/00000089.jpg,paris
paris/00000096.jpg,paris
paris/00000094.jpg,paris
paris/00000086.jpg,paris
paris/00000085.jpg,paris
paris/00000084.jpg,paris
paris/00000097.jpg,paris
paris/00000087.jpg,paris
